"DIRECCION","LOCALIDAD","provincia","NUMERO"
"REINA REGENTE, 4 ALMERIA>Unidad Funcional : Audiencia Provincial - Sección 2ª - Civil-Penal de Almería","ALMERIA","Almería",1
"Sala de Vistas 2 (C/ Doce de octubre, 2)","CORDOBA","Córdoba",1
"Avenida de la Buhaira 31 Fiscalía de Sevilla - Sección de Violencia sobre la Mujer","SEVILLA","Sevilla",1
"Plaza de España, entrada por Puerta de Navarra (calle paralela a","SEVILLA","Sevilla",1
"PZA. DE ESPAÑA - SECTOR SEGUNDO","SEVILLA","Sevilla",1
"DOÑA MARIA CORONEL Nº6 DEP.INFORMATICA","SEVILLA","Sevilla",1
"FEDERICO MENDIZABEL Nº8 4ª PLANTA","JAEN","Jaén",1
"AVENIDA DEL SUR, 5 GRANADA>Unidad Funcional : Juzgado de Instrucción Nº1","GRANADA","Granada",1
"C/ VERMONDO RESTA, S/N. SEVILLA>Unidad Funcional : Juzgado de Primera Instancia Nº10 de Sevilla","SEVILLA","Sevilla",1
"EDIF ARENA AVDA INNOVACION S/N DPTO MICROINFORMATICA - SERVICIO DE INFORMATICA","SEVILLA","Sevilla",1
"AVDA. TOMAS GARCIA FIGUERAS, 14 JEREZ DE LA FRONTERA Unidad Funcional : Juzgado de Primera Instancia Nº1 de Jerez de la Frontera","JEREZ DE LA FRONTERA","Cádiz",1
"AVD HYTASA,POL HYTASA C/ SEDA S/N","SEVILLA","Sevilla",1
"JAPON 37","SEVILLA","Sevilla",1
"C/JOAQUINA EGUARAS S/N EDF ADMINISTRATIVO ALMANJARAS","GRANADA","Granada",1
"C/JAZMIN, 1 - ALORA","ALORA","Málaga",1
"Plaza Isabel La Católica, 9 Almacén Informática DP Huelva","HUELVA","Huelva",1
"C/ NUESTRA SEÑORA DEL CARMEN, S/N DOS HERMANAS - Juzgado de Primera Instancia e Instrucción Nº6 de Dos","DOS HERMANAS","Sevilla",1
"C/ LOBATO, 11 MORON DE LA FRONTERA Registro Civil de Morón de la Frontera","MORON DE LA FRONTERA","Sevilla",1
"Unidad Funcional : Juzgado de Instrucción Nº5 de Granada Avenida del Sur, 5 (Juzgados)","GRANADA","Granada",1
"C/ SEVILLA, 23 LEBRIJA>Unidad Funcional : Sala de Vistas Planta Primera","LEBRIJA","Sevilla",1
"C/ SEVILLA, 23 LEBRIJA>Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº1","LEBRIJA","Sevilla",1
"AVDA. ALCALDE NARCISO MARTIN NAVARRO, 28 AYAMONTE -Juzgado de Primera Instancia e Instrucción Nº3 de Ayamonte","AYAMONTE","Huelva",1
"C/ Doctor Orad de la Torre, s/n>>Unidad Funcional : Sala de Vistas Nº 1 Planta Baja","DOS HERMANAS","Sevilla",1
"C/ VERMONDO RESTA, S/N. SEVILLA Unidad Funcional : Juzgado de Primera Instancia Nº 1","SEVILLA","Sevilla",1
"PLAZA DE LA CONSTITUCION, 4 CORDOBA - Juzgado de lo Penal Nº4 de Córdoba","CORDOBA","Córdoba",1
"PLAZA SAN JOSE, S/N SAN FERNANDO >Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº2","SAN FERNANDO","Cádiz",1
"PLAZA DEL AYUNTAMIENTO, 1 ALCOLEA","ALCOLEA","Almería",1
"C/ CANTARERO, 18.- 29200 ANTEQUERA DP Agricultura y Pesca de Málaga (OCA de Antequera) Dpto. Informática","ANTEQUERA","Málaga",1
"DOHA JUZGADO DE VIOLENCIA","MARBELLA","Málaga",1
"AVENIDA REPUBLICA ARGENTINA, 25 SEVILLA Unidad Funcional: CONSEJO ANDALUZ DE RELACIONES LABORALES","SEVILLA","Sevilla",1
"AVENIDA DE LA BUHAIRA 31 SEVILLA Unidad Funcional : Juzgado de Violencia sobre la Mujer Nº 4","SEVILLA","Sevilla",1
"Santo Reino, 5 y 7","JAEN","Jaén",1
"C/ MENENDEZ PELAYO, 2 SEVILLA>Unidad Funcional : Juzgado de Vigilancia Penitenciaria nº 2","SEVILLA","Sevilla",1
"Plaza de la Encarnación, nº 1 Juzgado de PAZ La María","MARIA","Almería",1
"PASEO DE LA ESTACION 19 1ª PLANTA DEP INFORMATICA","JAEN","Jaén",1
"C/ CARRIL LOS GUINDOS 13 MALAGA BAJO","MALAGA","Málaga",1
"REINA REGENTE, 4 ALMERIA>Unidad Funcional : Audiencia Provincial - Sección 3ª","ALMERIA","Almería",1
"AVD. AURORA, Nº 47, PLANTA 10 SERVICIO DE ADMINISTRACION GENERAL Y GESTION ECONOMICA -PROCESO DE DATOS","MALAGA","Málaga",1
"C/ ALAMEDA SUNDHEIM, 28 HUELVA>Unidad Funcional : Audiencia Provincial - Sección 3ª","HUELVA","Huelva",1
"LUIS DE BERLANGA (ESQ. JAIME CHABARRI) ARCOS DE LA FRONTERA >Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº3","ARCOS DE LA FRONTERA","Cádiz",1
"REINA SOFIA, 11 ROQUETAS DE MAR Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº1","ROQUETAS DE MAR","Almería",1
"PZ. ASDRUBAL, S/N. EDIFICIO ASDRUBAL - 11008 (ANTIGUA DIRECCION: PLAZA BLAS INFANTE, S/N)","CADIZ","Cádiz",1
"C/ VERMONDO RESTA, S/N. SEVILLA >Unidad Funcional : Juzgado de lo Contencioso Administrativo Nº9 de Sevilla","SEVILLA","Sevilla",1
"AVDA. AMERICO VESPUCIO, 27. ISLA CARTUJA SEVILLA Unidad de Policía","SEVILLA","Sevilla",1
"CALLE GERONA 18 ALMERIA - Consejería de Turismo, Comercio y Deporte, Junta de","ALMERIA","Almería",1
"Avda. Tomás García Figueras, 14 Unidad Informática Jerez DP Cádiz","ARCOS DE LA FRONTERA","Cádiz",1
"C/Indico, Edif. Indico, 3ª Pta","JEREZ DE LA FRONTERA","Cádiz",1
"JOAQUINA EGUARAS Nº2, DEP. INFORMATICA - CPU","GRANADA","Granada",1
"FRANCISCO RIVERA, 5 P.I LA PAÑOLETA","VELEZ-MALAGA","Málaga",1
"PLAZA DE ESPAÑA, S/NSEVILLA 41071 SEVILLA S","SEVILLA","Sevilla",1
"CALLE SALIENTE, 16 SANTIAGO-PONTONES","SANTIAGO-PONTONES","Jaén",1
"AVDA. MADRID, Nº 19 23009 JAEN Departamento de Informatica","JAEN","Jaén",1
"C/ VERMONDO RESTA, S/N. SEVILLA Unidad Funcional : Juzgado de Primera Instancia Nº18","SEVILLA","Sevilla",1
"AVD SANTA ANA Nº 31 EDF LOS BOMBOS","PALMA DEL RIO","Córdoba",1
"AVDA. DE GRANADA, 3 HUESCAR >Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº1","HUESCAR","Granada",1
"PASEO DE LETAGIUNDI 19 1ª PLANTA","JAEN","Jaén",1
"AVDA. PALMA DE MALLORCA, 24 TORREMOLINOS >Unidad Funcional : Juzgado de Primera Instancia Nº2 de Torremolinos","TORREMOLINOS","Málaga",1
"Pº ALMERIA, 68","ALMERIA","Almería",1
"C/ Huerto, 10 >Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº2","OSUNA","Sevilla",1
"C/ VERMONDO RESTA, S/N. SEVILLA>Unidad Funcional : Juzgado de lo Contencioso Administrativo Nº3","SEVILLA","Sevilla",1
"CONSTITUCION 4","SEVILLA","Sevilla",1
"CALLE SANTO TOMAS AQUINO, S/N CORDOBA 9 planta Dpto. de Informática","CORDOBA","Córdoba",1
"C/ SEVILLA, 23 LEBRIJA REGISTRO CIVIL","LEBRIJA","Sevilla",1
"EDIFICIO CARRANZA, AVDA JUAN CARLOS I, S/N. CADIZ - Juzgado de lo Penal Nº1 de Cádiz","CADIZ","Cádiz",1
"PLAZA DIEGO VAZQUEZ OTERO, 5 - EDIF. TORRE ALMENARA MALAGA - Departamento de Administración","MALAGA","Málaga",1
"HYTASA, 14 SEVILLA ANEXO","SEVILLA","Sevilla",1
"C/ MINISTRO BENAVIDES, 67>Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº2","VILLACARRILLO","Jaén",1
"C/ Historiador García Montero, s/n","CABRA","Córdoba",1
"C/ TOMAS AQUINO, Nº 1, 5º Y 6º 14004 CORDOBA Servicio Ayudas. Medidas de acompañamiento (4º Planta)","CORDOBA","Córdoba",1
"PLAZA ISABEL LA CATOLICA, 9 HUELVA Almacén Informática DP Huelva","HUELVA","Huelva",1
"C/ MUÑOZ COBOS, 4 ALGECIRAS>Unidad Funcional : Equipo Técnico de Menores de Algeciras","ALGECIRAS","Cádiz",1
"Avda. Ejército Español 7 Juzgado de lo Penal Nº1 de Jaén","JAEN","Jaén",1
"AVENIDA HYTASA, 14 SEVILLA SERVICIO DE INFORMÁTICA (SÓTANO 1)","SEVILLA","Sevilla",1
"PLAZA LA MINA, 8 Y 10 CADIZCONSEJERÍA DE EDUCACIÓN","CADIZ","Cádiz",1
"C/ HUERTO, 10 OSUNA>Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº2","OSUNA","Sevilla",1
"C/ RONDA PRIEGO DE CORDOBA >Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº1","PRIEGO DE CORDOBA","Córdoba",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA - Juzgado de Primera Instancia Nº 5 de Málaga (Familia 1)","MALAGA","Málaga",1
"AVD. DE LA CONSTITUCION, ESQUINA CON C/ ABETO PUERTO REAL - Juzgado de Primera Instancia e Instrucción Nº1 de Puerto","PUERTO REAL","Cádiz",1
"CARRETERA LA PLAYA Nº 1 (LA CAÑADA) 04120 ALMERIA ALMERIA","ALMERIA","Almería",1
"DOMICILIO NUEVO: C/ CORDOBA 4, 29001 MALAGA MALAGA Unidad Administrativa, Laboratorio Provincial de Salud C/ Muelle Heredia, 34, 4ª Planta..Dpto. Informática","MALAGA","Málaga",1
"PISTA MONTIJO, S/N","CHIPIONA","Cádiz",1
"TIENDAS, 12 ALMERIA Delegación Provincial para la Igualdad y el Bienestar Social en Almería. Junta de Andalucía.","ALMERIA","Almería",1
"JOSE MARIA DE MENA S/N SEVILLA","SEVILLA","Sevilla",1
"C/ DUQUE DE LERMA, 8 SANLUCAR LA MAYOR Juzgado de Primera Instancia e Instrucción Nº2 de Sanlúcar la Mayor","SANLUCAR LA MAYOR","Sevilla",1
"C/ CARMEN LLORCA, S/N. POL. HYTASA CARMONA - EDIFICIO MULTIFUNCIONAL","CARMONA","Sevilla",1
"C/GENERAL ECHAGÜE 2 LINARES","LINARES","Jaén",1
"PROFESOR CLAVERO Nª12","GRANADA","Granada",1
"AVD GRAN CAPITAN Nº 14 3ª PLANTA","CORDOBA","Córdoba",1
"AVDA. TOMAS GARCIA FIGUERAS, 14 JEREZ DE LA FRONTERA Unidad Funcional : Unidad Informática Jerez DP Cádiz","JEREZ DE LA FRONTERA","Cádiz",1
"C/ TOMAS AQUINO, Nº 1, 5º Y 6º 14004 CORDOBA Unidad Funcional: SECRETARIA GENERAL","CORDOBA","Córdoba",1
"AVDA. MANUEL SIUROT 4 HUELVA -Unidad Funcional: Impresora","HUELVA","Huelva",1
"Avda Manuel Siurot Nº 4 -Unidad Funcional: Impresora","HUELVA","Huelva",1
"C/ Doctor Barraquer, 6","CORDOBA","Córdoba",1
"C/ SAN FRANCISCO, 28 MOGUER Servicio Común de Notificaciones y Embargos de Moguer","MOGUER","Huelva",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA>Unidad Funcional : Juzgado de Menores Nº3 de Málaga","MALAGA","Málaga",1
"AVDA. ALCALDE NARCISO MARTIN NAVARRO, 28 AYAMONTE>Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº3 de Ayamonte","AYAMONTE","Huelva",1
"CARRETERA EL PORTIL-EL ROMPIDO","CARTAYA","Huelva",1
"CALLE MUÑOZ OLIVE, 1, PLANTA 3 SEVILLA >Unidad Funcional: IAJ","SEVILLA","Sevilla",1
"CANONIGO MOLINA ALONSO, 8 ALMERIA>Unidad Funcional : Sindicatos (CCOO)","ALMERIA","Almería",1
"AVENIDA DEL SUR, 5 GRANADA>Unidad Funcional : Juzgado de Instrucción Nº5","GRANADA","Granada",1
"C/ DELFIN, EDIFICIO MIRAMAR, S/N ESTEPONA Juzgado de Primera Instancia e Instrucción Nº4 de Estepona","ESTEPONA","Málaga",1
"C/ DOCTOR BARRAQUER, 6 CORDOBA>Unidad Funcional : Juzgado de Menores Nº 1","CORDOBA","Córdoba",1
"ESTACION, 19 /ANTIGUA CALLE PESO LA HARINA, 3 JAEN 1ª PLANTA","JAEN","Jaén",1
"PLAZA DE CARLOS III S/N CORTES DE LA FRONTERA","CORTES DE LA FRONTERA","Málaga",1
"PLAZA DE LA CONSTITUCION, 4 CORDOBA Audiencia Provincial - Sección 3ª - Civil-Penal de Córdoba","CORDOBA","Córdoba",1
"AVENIDA LA AURORA, 47. EDIF. SERVICIOS MULTIPLES MALAGA planta 8ª","MALAGA","Málaga",1
"CALLE GARCIA LORCA Nº 5","SEVILLA","Sevilla",1
"Avd. Carlos III S/N Isla de la Cartuja Edificio Prensa Centro","SEVILLA","Sevilla",1
"PARQUE E Celestino Mutis, s/n","ROTA","Cádiz",1
"C/aLBERTO Einstein S/N Isla de la Cartuja Edificio WTC","SEVILLA","Sevilla",1
"C/ ALTOZANO ARZOBISPO JOSE MANUEL ESTEPA, S/N. ANDUJAR uzgado de Primera Instancia e Instrucción Nº1 de Andújar","ANDUJAR","Jaén",1
"PLAZA CARLOS CANO, S/N RONDA>Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº1","RONDA","Málaga",1
"CTRA. DE TORREQUEBRADILLA, S/Nº Comercial Torrenorte, local 5","JAEN","Jaén",1
"C/ ALAMEDA SUNDHEIM, 28 HUELVA>Unidad Funcional : Servicio Común de Notificaciones y Embargos de Huelva","HUELVA","Huelva",1
"AV. MANUEL AGUSTIN HEREDIA, 26","MALAGA","Málaga",1
"CALLE CANOVAS DEL CASTILLO, 35 CADIZ DPTO INFORMATICA 3ª PLANTA","CADIZ","Cádiz",1
"Avd. Carlos III S/N Isla de la Cartuja","SEVILLA","Sevilla",1
"C/ SEVILLA, 14","CORDOBA","Córdoba",1
"C/ DOCTOR SALVADOR GALLARDO, 2-4 MARCHENA Juzgado de Primera Instancia e Instrucción Nº2 de Marchena","MARCHENA","Sevilla",1
"PLAZA NUEVA, 8 GRANADA>Unidad Funcional : Juzgado de Primera Instancia Nº 2","GRANADA","Granada",1
"AVENIDA DEL SUR, 5 GRANADA>Unidad Funcional : Juzgado de Instrucción Nº8","GRANADA","Granada",1
"ALFONSO FRAILE, 4 (ANTIGUA SAN JOSE, 37) CANTILLANA","CANTILLANA","Sevilla",1
"AVD JUAN PABLO II S/N","BOLLULLOS DE LA MITACION","Sevilla",1
"C/ Menéndez Pelayo, 2>Unidad Funcional : Decanato de Sevilla","SEVILLA","Sevilla",1
"C/Albareda,13 - Informática - 1ª planta","SEVILLA","Sevilla",1
"MAYORAZGO, S/N MARBELLA Juzgado de Instrucción Nº1 de Marbella","MARBELLA","Málaga",1
"AVDA. DE CARLOS V, S/N (PRADO DE SAN SEBASTIAN) SEVILLA Decanato de Sevilla","SEVILLA","Sevilla",1
"HUERTO CARRION , 2>Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº2","VELEZ-MALAGA","Málaga",1
"Departamento de Informática Plaza Asdrúbal, s/n Edificio Junta de Andalucía 2ª PLANTA","CADIZ","Cádiz",1
"C/ PINTOR JUAN RUIZ, S/N SANTA FE>Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº2","SANTA FE","Granada",1
"C/ VERMONDO RESTA, S/N. SEVILLA Unidad Funcional : Juzgado de Primera Instancia Nº14","SEVILLA","Sevilla",1
"C/ MANUEL TOMAS DE HEREDIA, 26 MALAGA >Unidad Funcional : Tribunal Superior de Justicia - Sala de lo Social","MALAGA","Málaga",1
"Av. Madrid, 19 Dpto. Informática","JAEN","Jaén",1
"EDF BLUENET AVD ISAAC NEWTON Nº 3 2ª PLANTA PARQUE TECNOLOGICO CARTUJA 93","SEVILLA","Sevilla",1
"CALLE MURATO, ESQUINA RAMBLA BELÉN ALMERIA RESIDENCIA DE MAYORES ""EL ZAPILLO","ALMERIA","Almería",1
"SEVILLA 14 CORDOBA","CORDOBA","Córdoba",1
"Calle Arapiles,10-12","ALMERIA","Almería",1
"C/ CRISTOBAL COLON 12 CADIZ (MOSTRADOR SALA INVESTIGADORES)","CADIZ","Cádiz",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA - Juzgado de Vigilancia Penitenciaria nº 3 de Andalucía","MALAGA","Málaga",1
"CALLE SAN GERMAN, 3. PLAZA ESPAÑA CADIZ Dpto. Informática.","CADIZ","Cádiz",1
"C/ TOMAS AQUINO, Nº 1, 5º Y 6º 14004 CORDOBA Inspeccion Veterinaria","CORDOBA","Córdoba",1
"Plaza de la Constitución, 4>Unidad Funcional : Juzgado de Primera Instancia Nº6","CORDOBA","Córdoba",1
"AVENIDA REPUBLICA ARGENTINA, 25 SEVILLA SRV. REGISTRO GENERAL DE PERSONAL","SEVILLA","Sevilla",1
"POLIGONO INDUSTRIAL CHINALES. CORDOBA","CORDOBA","Córdoba",1
"POLIGONO INDUSTRIAL CHINALES PARCELA 26, 35 CORDOBA","CORDOBA","Córdoba",1
"POLIGONO CHINELAS PARCELA 26 DEP INFORMATICA","CORDOBA","Córdoba",1
"OFICINA LOCAL AGRARIA DE VILLANUEVA DE CORDOBA","VILLANUEVA DE CORDOBA","Córdoba",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA>Unidad Funcional : Juzgado de lo Social Nº5","MALAGA","Málaga",1
"C/ ARQUITECTO BERGES, 16 JAEN>Unidad Funcional : Audiencia Provincial - Sección 3ª - Civil-Penal de Jaén","JAEN","Jaén",1
"AVENIDA DE TORITO , S/N LINARES RESIDENCIA MISTA DE PERSONAS MAYORES","LINARES","Jaén",1
"AVDA. LA AURORA, S/N 3ª PLANTA 29002 MALAGA","MALAGA","Málaga",1
"ISABEL LA COTOLICA Nº 9","HUELVA","Huelva",1
"PLAZA VILLA CASTELLDEFELS, 4-1ºF. EDIFICIO CONDOR MALAGA","MALAGA","Málaga",1
"AVD DE LA AURORA Nº 47 EDF SERVICIOS MULTIPLES","CARTAMA","Málaga",1
"AVD ISACC NEWTON Nº 3 2ª PLANTA PARQUE TECNOLOGICO CARTUJA 93 EDF BLUNET","SEVILLA","Sevilla",1
"JUAN ANTONIO DE VIZARRON, S/N","SEVILLA","Sevilla",1
"SAN JOSE Nª 13 SEVILLA","SEVILLA","Sevilla",1
"AVDA. DE CARLOS V, S/N (PRADO DE SAN SEBASTIAN) SEVILLA Audiencia Provincial - Sección 4ª - Penal de Sevilla","SEVILLA","Sevilla",1
"EDIFICIO CARRANZA, AVDA JUAN CARLOS I, S/N. CADIZ >Unidad Funcional : Juzgado de Primera Instancia Nº5 de Cádiz","CADIZ","Cádiz",1
"C/ RONDA PRIEGO DE CORDOBA>Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº1","PRIEGO DE CORDOBA","Córdoba",1
"AVDA. DE LA CONSTITUCION, 18 SEVILLA SERVICIOS CENTRALES","SEVILLA","Sevilla",1
"AVDA. ISAAC NEWTON, 3 - EDIFICIO BLUENET - 2ª PTA. PARQUE TECNOLOGICO LA CARTUJA","SEVILLA","Sevilla",1
"C/ ALAMEDA SUNDHEIM, 17 HUELVA JUZGADO 1º INTANCIA Nº 3","HUELVA","Huelva",1
"GERONA, 14 ALMERIA Juzgado de Violencia sobre la Mujer Nº1","ALMERIA","Almería",1
"Av. República Argentina, 25 - SEVILLA - Srv.Informatica","SEVILLA","Sevilla",1
"AVENIDA LA INNOVACION, S/N SEVILLA SER. INFORMATICA","SEVILLA","Sevilla",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Equipo Técnico de Menores nº 3 de Málaga","MALAGA","Málaga",1
"C/ DOCTOR BARRAQUER, 6 CORDOBA Almacén Informática DP Córdoba","CORDOBA","Córdoba",1
"AVDA. EUROPA 49-51 MALAGA 2ªPLANTA","MALAGA","Málaga",1
"CANONIGO MOLINA ALONSO, 8 ALMERIA Decanato de Almería","ALMERIA","Almería",1
"AVDA. DE LA BUHAIRA, 29 - 2ª PLANTA SEVILLA>Unidad Funcional : Fiscalía de Menores de Reforma","SEVILLA","Sevilla",1
"AVDA. ISAAC NEWTON, 3 - EDIFICIO BLUENET 2ª PLANTA - PARQUE TECNOLOGICO DE LA CARTUJA","SEVILLA","Sevilla",1
"AVDA. ISAAC NEWTON, 3 - EDIFICIO BLUENEL 2ª PLANTA","SEVILLA","Sevilla",1
"PLAZA POETA LUIS ROSALES, S/N GRANADA Oficina de Registro y Reparto de Audiencia de Granada","GRANADA","Granada",1
"PLAZA DE LA CONSTITUCION, S/N ALGECIRAS - Juzgado de Primera Instancia Nº1 de Algecira","ALGECIRAS","Cádiz",1
"CALLE MUÑOZ OLIVE, 1, PLANTA 3 SEVILLA , 3ª planta, Informática","SEVILLA","Sevilla",1
"AVDA. DE LA AURORA, 69 MALAGA 1ª planta Informática Delegación Provincial del Gobierno en Málaga","MALAGA","Málaga",1
"C/ ROMERO ROBLEDO S/N PEÑARROYA-PUEBLONUEVO Juzgado de Primera Instancia e Instrucción Nº2 de","PEÑARROYA-PUEBLONUEVO","Córdoba",1
"avenida hytasa poligono hytasa calle seda s/n DELEGACION PROVINCIAL DE AGRICULTURA Y PESCA DEP INFORMATICA","SEVILLA","Sevilla",1
"AVENIDA DE HYTASA POLIGO DE HYTASA CALLE SEDA S/N DEP INFORMATICA DELEGACION PROVINCIAL DE AGRICULTURA Y PESCA","SEVILLA","Sevilla",1
"AVDA. REPUBLICA ARGENTINA, 21 SEVILLA - 2ª PLANTA","SEVILLA","Sevilla",1
"C/ MINISTRO BENAVIDES, 67 Juzgado de Primera Instancia e Instrucción Nº2 de Villacarrillo","VILLACARRILLO","Jaén",1
"PLAZA DE ESPAÑA SECTOR SEGUNDO","SEVILLA","Sevilla",1
"PLAZA ASDRUBAL , S/N CADIZ - MENORES. 3º PATIO","CADIZ","Cádiz",1
"C/Jesús del Gran Poder , nº27 2ª Planta (FATIMA ESTHER GARCIA ZARZA)","SEVILLA","Sevilla",1
"AVENIDA DE HYTASA POLIGONO HYTASA CALLE SEDA S/N DEP INFORMATICA","SEVILLA","Sevilla",1
"CALLE SANTO TOMAS AQUINO, S/N CORDOBA - Delegación Provincial de la Consejería de Obras Públicas y","CORDOBA","Córdoba",1
"PLAZA LLANETE, 1 COGOLLOS VEGA","PULIANAS","Granada",1
"Avda. de la Buhaira, 29 Juzgado de Menores Nº2 de Sevilla","SEVILLA","Sevilla",1
"C/ GENERALISIMO FRANCO, 109 BARBATE Registro Civil de Barbate","BARBATE","Cádiz",1
"C/ GENERALISIMO FRANCO, 109 BARBATE - Juzgado de Primera Instancia e Instrucción Nº1 de Barbate Registro Civil de Barbate","BARBATE","Cádiz",1
"PLAZA DE ANTONIO ZIGAFETA S/N SANLUCAR DE BARRAMEDA - Juzgado de Primera Instancia e Instrucción Nº4 de Sanlúcar de Barrameda","SANLUCAR DE BARRAMEDA","Cádiz",1
"C/ PONTON, 49 LINARES Juzgado de Primera Instancia e Instrucción Nº4 de Linares","LINARES","Jaén",1
"C/ PONTON, 49 LINARES - Juzgado de Primera Instancia e Instrucción Nº3 de Linares","LINARES","Jaén",1
"GRAN VIA Nº56 DEP INFORMATICA 1ª PLANTA","GRANADA","Granada",1
"C/ Carmelo Torres, 16 Juzgado de Instrucción Nº2 de Jaén","JAEN","Jaén",1
"Vermondo Resta, s/n. - Unidad Informática Viapol DP Sevilla","SEVILLA","Sevilla",1
"Avda. de Carlos V, s/n (Prado de San Sebastián) - Fiscalía Provincial de Sevilla (Sede: Audiencia Provincial)","SEVILLA","Sevilla",1
"POLIGONO INDUSTRIAL CHINALES PARCELA 26 CENTRO DE PREVENCION DE RIESGOS LABORALES","CORDOBA","Córdoba",1
"AVENIDA DEL SUR, 5 GRANADA>Unidad Funcional : Juzgado de lo Penal Nº2","GRANADA","Granada",1
"AVENIDA JUAN XXIII, 82 PLTA. 1 MALAGA","MALAGA","Málaga",1
"RONDA DE LOS ALUNADOS","JEREZ DE LA FRONTERA","Cádiz",1
"MUÑOZ OLIVE, 1 - 3","SEVILLA","Sevilla",1
"C/ Ancha de Santo Domingo, nº 1, Casa de los Jirones IAJ","GRANADA","Granada",1
"AVDA. DEL TORRITO, S/N LINARES","LINARES","Jaén",1
"AVDA. DE CARLOS V, S/N (PRADO DE SAN SEBASTIAN) SEVILLA Juzgado de Instrucción Nº15 de Sevilla","SEVILLA","Sevilla",1
"C/ ALAMEDA SUNDHEIM, 28 HUELVA Juzgado de Instrucción Nº3 de Huelva","HUELVA","Huelva",1
"Gavidia, 10 2ª pl. Sv. Instituto Medicina Legal","SEVILLA","Sevilla",1
"C/ NUESTRA SEÑORA DEL CARMEN S/N - Fiscalía de Dos Hermanas","DOS HERMANAS","Sevilla",1
"PLAZA DEL DUQUE, 12 ALCALA DE GUADAIRA uzgado de Primera Instancia e Instrucción Nº2 de Alcalá de","ALCALA DE GUADAIRA","Sevilla",1
"AVENIDA DE LA TROCHA Nº5, MAIRENA DEL ALCOR","MAIRENA DEL ALCOR","Sevilla",1
"AVENIDA LA AURORA, 47 MALAGA DELEGACION DE EDUCACIÓN DE MALAGA ERVICIO DE ADMINISTRACION GENERAL Y GESTION ECONOMICA -PROCESO DE DATOS (PLANTA 10)","MALAGA","Málaga",1
"C/ OBISPO ALONSO SUAREZ, 1 JAEN Unidad Funcional : Juzgado de Menores Unico","JAEN","Jaén",1
"PROL. AVENIDA DELA TROCHA Nª5 MAIRENA DEL ALCOR","MAIRENA DEL ALCOR","Sevilla",1
"Santo Tomás de Aquino, s/n Dpto. Informática DP Córdoba","CORDOBA","Córdoba",1
"SANTO TOMAS DE AQUINO 4 CORDOBA","CORDOBA","Córdoba",1
"Avda. Arboleda s/n Edificio Casino","TOMARES","Sevilla",1
"AVENIDA VOLTAIRE S/N","JEREZ DE LA FRONTERA","Cádiz",1
"CALLE SANTA CRUZ, 20 CANJAYAR","CANJAYAR","Almería",1
"PLAZA DE LA CONSTITUCION, 4 CORDOBA>Unidad Funcional : Juzgado de Primera Instancia Nº7","CORDOBA","Córdoba",1
"COGHEN, 13","SAN FERNANDO","Cádiz",1
"PASEO LA ESTACION, 19 %ª PLANTA JAEN","JAEN","Jaén",1
"REPUBLICA ARGENTINA Nº26, PLTA. 1 SGT - Gabinete Telecomunicaciones","SEVILLA","Sevilla",1
"PLAZA DE LA CONSTITUCION, 4 CORDOBA Juzgado de Primera Instancia Nº1 de Córdoba","CORDOBA","Córdoba",1
"AVD GRAN CAPITAN 33 UNIDAD DE POLICIA","CORDOBA","Córdoba",1
"C/ PRIMAVERA ANDALUCIA, 35 PATERNA DE RIVERA","PATERNA DE RIVERA","Cádiz",1
"C/ Fiscal Luis Portero García s/n Audiencia Provincial - Sección 5ª - Civil de Málaga","MALAGA","Málaga",1
"Plaza Isabel La Católica, 9 28 HUELVA Dpto. Informática DP Huelva","HUELVA","Huelva",1
"Avda. Manuel Agustín Heredia, 26-3ª UNIDAD PROCESO DE DATOS","MALAGA","Málaga",1
"CAMINO DE MARRUECOS, S/N. EDIFICIO HYTASA CARMONA","CARMONA","Sevilla",1
"C/ISAAC NEWTON Nº 3 PARQUE TECNOLOGICO DE LA CARTUJA","SEVILLA","Sevilla",1
"SAE MONTILLAA","MONTILLA","Córdoba",1
